"ShaderTypeName","ShaderType","Frequency","NumShaders","ShadersSize"
"FLumenDirectLightingShadowMaskFromLightAttenuationWithLightFunctionCS","Material","SF_Compute","40","790002"
"FLumenSceneEvaluateStandaloneLightMaterialCS","Material","SF_Compute","4","38745"
"FPostProcessMaterialPS","Material","SF_Pixel","4","28271"
"FPostProcessMaterialVS","Material","SF_Vertex","2","9398"
"FTranslucentLightingInjectPS","Material","SF_Pixel","32","625188"
"FVolumetricFogLightFunctionPS","Material","SF_Pixel","8","62973"
"FAnisotropyPS","MeshMaterial","SF_Pixel","6","66376"
"FAnisotropyVS","MeshMaterial","SF_Vertex","2","24257"
"FCloudRenderViewPS000","MeshMaterial","SF_Pixel","1","35551"
"FCloudRenderViewPS001","MeshMaterial","SF_Pixel","1","37661"
"FCloudRenderViewPS010","MeshMaterial","SF_Pixel","1","43031"
"FCloudRenderViewPS011","MeshMaterial","SF_Pixel","1","46041"
"FCloudRenderViewPS100","MeshMaterial","SF_Pixel","1","36261"
"FCloudRenderViewPS101","MeshMaterial","SF_Pixel","1","39474"
"FCloudRenderViewPS110","MeshMaterial","SF_Pixel","1","44886"
"FCloudRenderViewPS111","MeshMaterial","SF_Pixel","1","48479"
"FDepthOnlyPS","MeshMaterial","SF_Pixel","22","132662"
"FHitProxyPS","MeshMaterial","SF_Pixel","26","158063"
"FHitProxyVS","MeshMaterial","SF_Vertex","50","729131"
"FLandscapePhysicalMaterialPS","MeshMaterial","SF_Pixel","1","3676"
"FLandscapePhysicalMaterialVS","MeshMaterial","SF_Vertex","1","10801"
"FLumenCardPS","MeshMaterial","SF_Pixel","100","1154726"
"FLumenCardVS","MeshMaterial","SF_Vertex","16","181443"
"FLumenFrontLayerTranslucencyGBufferPS","MeshMaterial","SF_Pixel","12","131445"
"FLumenFrontLayerTranslucencyGBufferVS","MeshMaterial","SF_Vertex","4","47322"
"FLumenTranslucencyRadianceCacheMarkPS","MeshMaterial","SF_Pixel","2","29595"
"FLumenTranslucencyRadianceCacheMarkVS","MeshMaterial","SF_Vertex","19","245119"
"FMeshDecalsAmbientOcclusionPS","MeshMaterial","SF_Pixel","1","4350"
"FMeshDecalsEmissivePS","MeshMaterial","SF_Pixel","1","5599"
"FMeshDecalsPS","MeshMaterial","SF_Pixel","1","4418"
"FMeshDecalsVS","MeshMaterial","SF_Vertex","3","38326"
"FRenderVolumetricCloudEmptySpaceSkippingCS","MeshMaterial","SF_Compute","1","4143"
"FRenderVolumetricCloudRenderViewCS","MeshMaterial","SF_Compute","64","3581359"
"FRenderVolumetricCloudVS","MeshMaterial","SF_Vertex","1","3932"
"FVelocityPS","MeshMaterial","SF_Pixel","40","293455"
"FVelocityVS","MeshMaterial","SF_Vertex","50","932538"
"FVolumetricCloudShadowPS","MeshMaterial","SF_Pixel","1","14314"
"TBasePassPSFNoLightMapPolicy","MeshMaterial","SF_Pixel","135","2412833"
"TBasePassPSFNoLightMapPolicySkylight","MeshMaterial","SF_Pixel","109","2279587"
"TBasePassPSFSelfShadowedTranslucencyPolicy","MeshMaterial","SF_Pixel","13","636596"
"TBasePassPSFSelfShadowedTranslucencyPolicySkylight","MeshMaterial","SF_Pixel","13","657986"
"TBasePassVSFNoLightMapPolicy","MeshMaterial","SF_Vertex","79","1268108"
"TBasePassVSFSelfShadowedTranslucencyPolicy","MeshMaterial","SF_Vertex","9","188407"
"TDepthOnlyVS<false>","MeshMaterial","SF_Vertex","42","557070"
"TDepthOnlyVS<true>","MeshMaterial","SF_Vertex","3","31121"
"TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrect","MeshMaterial","SF_Pixel","23","129935"
"TShadowDepthPSPixelShadowDepth_OnePassPointLight","MeshMaterial","SF_Pixel","23","129937"
"TShadowDepthPSPixelShadowDepth_PerspectiveCorrect","MeshMaterial","SF_Pixel","23","148408"
"TShadowDepthVSVertexShadowDepth_OnePassPointLight","MeshMaterial","SF_Vertex","42","561032"
"TShadowDepthVSVertexShadowDepth_OnePassPointLightPositionOnly","MeshMaterial","SF_Vertex","4","40093"
"TShadowDepthVSVertexShadowDepth_OutputDepth","MeshMaterial","SF_Vertex","42","603978"
"TShadowDepthVSVertexShadowDepth_OutputDepthPositionOnly","MeshMaterial","SF_Vertex","4","46457"
"TShadowDepthVSVertexShadowDepth_PerspectiveCorrect","MeshMaterial","SF_Vertex","42","602951"
"TShadowDepthVSVertexShadowDepth_PerspectiveCorrectPositionOnly","MeshMaterial","SF_Vertex","4","46278"
"TVirtualTexturePSBaseColor","MeshMaterial","SF_Pixel","11","71727"
"TVirtualTexturePSBaseColorNormalRoughness","MeshMaterial","SF_Pixel","14","121292"
"TVirtualTexturePSBaseColorNormalSpecular","MeshMaterial","SF_Pixel","14","119479"
"TVirtualTexturePSDisplacement","MeshMaterial","SF_Pixel","2","8908"
"TVirtualTexturePSMask4","MeshMaterial","SF_Pixel","2","7377"
"TVirtualTexturePSWorldHeight","MeshMaterial","SF_Pixel","4","30606"
"TVirtualTextureVSBaseColor","MeshMaterial","SF_Vertex","26","326727"
"TVirtualTextureVSBaseColorNormalRoughness","MeshMaterial","SF_Vertex","26","326727"
"TVirtualTextureVSBaseColorNormalSpecular","MeshMaterial","SF_Vertex","26","326727"
"TVirtualTextureVSDisplacement","MeshMaterial","SF_Vertex","26","326727"
"TVirtualTextureVSMask4","MeshMaterial","SF_Vertex","26","326727"
"TVirtualTextureVSWorldHeight","MeshMaterial","SF_Vertex","26","326727"
"TVoxelizeVolumePS<VMode_Object_Box>","MeshMaterial","SF_Pixel","1","13753"
"TVoxelizeVolumePS<VMode_Primitive_Sphere>","MeshMaterial","SF_Pixel","1","13090"
"TVoxelizeVolumeVS<VMode_Object_Box>","MeshMaterial","SF_Vertex","1","12847"
"TVoxelizeVolumeVS<VMode_Primitive_Sphere>","MeshMaterial","SF_Vertex","1","13209"
"FComputeKernelShader","ComputeKernel","SF_Compute","145","1556147"
